150101,5.01a,5,,,,0,"<p><strong>What will you learn in this unit?</strong></p>
<p>The focus of this unit is to improve your understanding and effectiveness using the most basic operation in behavior analysis, <strong>observation</strong>.</p>
<p>You were introduced to observation activities in an earlier unit.  In this unit, you will make observations and put them into a form that will be useful when teaching.</p>
<p><strong>What is the significance of observation? </strong></p>
<p>The observations that we make in CLM programming are <strong>direct</strong> and <strong>deliberate</strong>.  In order to make observations that will help us when teaching, we carefully <strong>define</strong> the behaviors that we observe.  We also take care to choose the<strong> times and places</strong> that we make our observations.</p>
<p>Our aim is to collect <strong>reliable</strong> data using effective observation.  We can use this data to see whether our teaching procedures are bringing about the kind of changes we want.</p>
<p class=\""instruction\"">(Click <strong>Next</strong> to continue.)</p>
",500,0,,,,
150102,5.01b,5,,materials/worksheets1/5.01b.jpg,,0,"<p><strong>What will you do in this unit to practice making observations and collecting data? </strong></p>
<p>To demonstrate mastery,  you will have to determine if learner(s) are participating or not participating, by either watching video segments similar to the ones seen in this unit or by conducting observations of one or several learners in your classroom.</p>
<p>At the end of the unit, when you are ready,  you will schedule a <strong>performance review</strong> with your coach to demonstrate mastery of your observation and data collection skills. </p>
<p>For a preview of the Performance Task Checklist: </p>
<p class=\""instruction\"">(Click the <strong>Handouts 1</strong> button to see a copy.)</p>
<p>CLM Unit 5 has been divided into two sections.</p>
<p>In the <strong>first</strong> one, you will study how to <strong>record observation</strong> data on specially designed data collection sheets.                                </p>
<p>You will also learn to monitor an individual learner\'s performance in semi-directed conditions. </p>
<p>In the <strong>second</strong> section you will learn to monitor the learners’ performance in teacher-directed conditions. </p>
<p class=\""instruction\"" align=\""right\""><strong>(scroll)</strong></p>
<p>Subsequently, you will be able to determine if the instructional condition presented is teacher-directed or semi-directed, then record the data accordingly.  You’ll also learn to monitor more than one learner at a time across instructional conditions.</p>
<p class=\""instruction\"">(Click <strong>Next</strong> to continue or <strong>Back</strong> to go back.)</p>
",500,0,,,,
150103,5.01c,5,materials/images/5.01c.jpg,materials/worksheets1/5.01c.jpg,,0,"<p><strong>How do we go about making observations?</strong></p>
<p>There are four steps involved in making observations:</p>
<p>1.  Observation begins with a <strong>factual description </strong>of the existing episodes.   You have already had some practice doing this, and you will gain some more practice during this unit.</p>
<p>2.  Select the most accurate <strong>descriptors of  learner and teacher actions</strong>.  In this unit, we are going to be looking at the learner\'s participation and what the teacher does to develop or weaken it. </p>
<p>3.  Use a specially designed data collection sheet. The data collection procedures can be provided by your behavior analyst. </p>
<p>4.  <strong>Conduct</strong> your direct observations, and document them by collecting reliable data</p>
<p class=\""instruction\"">(Click the <strong>Handouts 1 </strong>button to see a copy.)</p>
<p class=\""instruction\"">(Click <strong>Next</strong> to continue or <strong>Back</strong> to go back.)</p>
",500,0,,,,
150201,5.02a,5,materials/videos/502a.mp4,materials/worksheets1/5.02a.jpg,materials/answersheets/34.jpg,0,"<p>The <strong>first step</strong> in making observations is to watch a child participating in a <strong>semi-directed condition</strong>.</p>
<p><strong>Remember</strong>, the <strong>Participator repertoire</strong> is a broad one that occurs throughout the day in many conditions and across many settings. We will be observing only one situation in this video clip.</p>
<p>To complete the first step observation.</p>
<p class=""instruction""><span class=""instructionHead"">1. Use your worksheet to write the answers to the who, what, where, and when questions noting the most factual information possible.</span><br /> (Click the <strong>Handouts 1</strong> button to see a copy.)</p>
<p class=""instruction""><span class=""instructionHead"">2. <strong>Watch</strong> the video clip.</span><br /> a) Click the (&gt;) <strong> Play </strong> button to begin.<br /> b) Click the (II)&nbsp;<strong>Pause</strong>&nbsp;button to pause the video.<br /> Optional:<br /> c) To view full screen, click the top right <strong>square</strong>&nbsp;inside the video screen.<br /> d) To zoom the video, click the <strong>Scale on</strong> and <strong>off</strong> buttons.<br /> e) Click the <strong>Exit Full Screen</strong> button in the top right corner to return to the <strong>Task Screen</strong>.</p>
<p class=""instruction""><span class=""instructionHead"">3. <strong>Check your answers </strong>for the who, what, when, and where questions for this episode.</span><br /> (Click the <strong>Answersheets 1 </strong>button to view the answers.)</p>
<p class=""instruction"">(Click <strong>Next</strong> to continue or <strong>Back</strong> to go back.)</p>",500,1186728,,,,
150202,5.02b,5,materials/videos/502b.mp4,materials/worksheets1/5.02b.jpg,,0,"<p>Before completing the <strong>second</strong> step in making observations, take a moment to review what the teacher and learner are doing in this episode and why we are calling this a semi-direction condition.</p>
<p class=\""instruction\"">(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>Your answers to these questions provide you the most accurate <strong>descriptors</strong> of the desired <strong>learner</strong> behaviors and the conditions under which the learner behaviors are to occur (i.e., a description of what the teacher says/or does before the learner’s behavior and the consequences immediately following the learner’s behavior). </p>
<p>Look at the episode as an A-B-C diagram that contains <strong>descriptors*</strong> of the repertoire that is being monitored, Participator for a semi-directed condition.</p>
<p class=\""instruction\"">(Click the <strong>Handouts 1</strong> button to see a copy.)</p>
<p>*The descriptors were chosen that best described the Participator repertoire for semi-directed conditions for a pre-1 learner.</p>
<p class=\""instruction\"">(Click <strong>Next</strong> to continue or <strong>Back</strong> to go back.)</p>
",500,1186728,,,,
150203,5.02c,5,materials/videos/502c.mp4,materials/worksheets1/5.02c.jpg,materials/answersheets/35.jpg,0,"<p>Use the <strong>previous descriptors</strong> to help monitor participation in semi-directed conditions to see if you can complete the <strong>final step</strong> of gathering reliable data. </p>
<p>To monitor participation in a semi-directed condition:</p>
<p class=\""instruction\""><span class=\""instructionHead\"">1.  Preview a copy of the <strong>Data Collection Sheet.</strong></span><br />
(Click the <strong>Handouts 1</strong> button to see a copy.)</p>
<p class=\""instruction\""><span class=\""instructionHead\"">2.  <strong>Watch</strong> the video for the <strong>1st time period, cell 1</strong> to collect data. In this video clip you will know when to ‘time sample’ (observe) when you <strong>see</strong> the word OBSERVE <strong>disappear</strong>.  Watch the video clip until you <strong>see</strong> the word RECORD <strong>appear</strong>.</span><br />
(Click the video play button to view the video.)
</p>
<p class=\""instruction\""><span class=\""instructionHead\"">3.  <strong>Record</strong> the data in the appropriate cell as follows: </span></p>
<p>If the learner is participating, <strong>draw a box</strong> inside the designated cell. <br />
If the learner is NOT participating <strong>fill in</strong> the designated cell. </p>
<p class=\""instruction\""><span class=\""instructionHead\"">4.  <strong>Check</strong> your answers for agreement. </span><br />
(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>If your answers aren\'t in agreement, watch the video episode again to see where you disagreed. </p>
",500,1215731,,,,
150204,5.02d,5,materials/videos/502d.mp4,,materials/answersheets/36.jpg,0,"<p><strong>Practice</strong> monitoring participation in a semi-directed condition for a <strong>2nd time period</strong>.  Remember, you draw a box in the designated cell if the learner is participating according to the descriptors.   Or, you fill in the cell if he is NOT participating.</p>
<p>To continue practicing monitoring participation in a semi-directed condition: </p>
<p class=\""instruction\""><span class=\""instructionHead\"">1.  <strong>Watch</strong> the video clip.</span><br />
(Click the video play button to view the video.)</p>
<p class=\""instruction\""><span class=\""instructionHead\"">2.  <strong>Collect</strong> the data  for <strong>second time period, cell 1</strong> continuing to use form 5.02c-f.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">3.  <strong>Record</strong> the data in the appropriate cell.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">4.  <strong>Check</strong> for agreement.</span><br />
(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>If your answers aren\'t in agreement, watch the video episode again to identify where you disagreed. </p>
",500,1215732,,,,
1502051,5.02e1,5,materials/videos/502e1.mp4,,materials/answersheets/37.jpg,0,"<p><strong>Again</strong>, practice monitoring participation in a semi-directed condition for a <strong>3rd time period</strong>.</p>
<p class=\""instruction\""><span class=\""instructionHead\"">1.  <strong>Watch</strong> the video clip.</span><br />
(Click the video play button to view the video.)</p>
<p class=\""instruction\""><span class=\""instructionHead\"">2. <strong>Collect</strong> the data  for <strong>third time period, cell 1</strong> continuing to use form 5.02c-f.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">3.  <strong>Record</strong> the data in the appropriate cell.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">4.  <strong>Check</strong> for agreement.</span><br />
(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>If your answers aren\'t in agreement, watch the video episode again to identify where you disagreed. </p>
",500,1215732,,,,
1502052,5.02e2,5,materials/videos/502e2.mp4,,materials/answersheets/38.jpg,0,"<p><strong>Again</strong>, practice monitoring participation in a semi-directed condition for a <strong>3rd time period</strong>.</p>
<p>To continue practicing monitoring participation in a semi-directed condition:</p>
<p class=\""instruction\""><span class=\""instructionHead\"">1.  <strong>Watch</strong> the video clip.</span><br />
(Click the video play button to view the video.)</p>
<p class=\""instruction\""><span class=\""instructionHead\"">2. <strong>Collect</strong> the data  for <strong>third time period, cell 2 </strong> continuing to use form 5.02c-f.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">3.  <strong>Record</strong> the data in the appropriate cell</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">4.  <strong>Check</strong> for agreement.</span><br />
(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>If your answers aren\'t in agreement, watch the video episode again to identify where you disagreed. </p>
",500,1215734,,,,
150206,5.02f,5,materials/videos/502f.mp4,materials/worksheets1/5.02f.jpg,materials/answersheets/39.jpg,0,"<p><strong>One final time</strong>, practice monitoring participation in a semi-directed condition for a <strong>4th time period</strong>.</p>
<p>To continue practicing monitoring participation in a semi-directed condition: </p>
<p class=\""instruction\""><span class=\""instructionHead\"">1.  <strong>Watch</strong> the video clip.</span><br />
(Click the video play button to view the video.)</p>
<p class=\""instruction\""><span class=\""instructionHead\"">2. <strong>Collect</strong> the data  for the <strong>fourth  time period, cell 1 </strong> continuing to use form 5.02c-f.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">3.  <strong>Record</strong> the data in the appropriate cell.</span></p>
<p class=\""instruction\""><span class=\""instructionHead\"">4.  <strong>Check</strong> for agreement.</span><br />
(Click the <strong>Answersheets 1</strong> button to view the answers.)</p>
<p>Did you collect <strong>reliable* data?</strong> </p>
<p>If your answers aren\'t in agreement, watch the segment of the video episode again to identify where you disagreed. </p>
<p><strong>*Reliable data means</strong>, your answers agree with the correct answers.</p>
",500,1186733,,,,
